1, 42390056
0, 42390433
1, 42390587
0, 42390697
1, 42390817
0, 42390922
1, 42391026
0, 42391174
1, 42391332
0, 42391460
1, 42391560
0, 42391670
1, 42391803
0, 42391921
1, 42392017
0, 42392196
1, 42392339
0, 42392463
1, 42392631
0, 42392753
1, 42392854
0, 42392961
1, 42393102
0, 42393338
1, 42393444
0, 42393541
1, 42393642
0, 42393747
1, 42393850
0, 42393951
1, 42394056
0, 42394202
1, 42394329
0, 42394435
1, 42394542
0, 42394642
1, 42394746
0, 42394848
1, 42394953
0, 42395048
1, 42395219
0, 42395333
1, 42395444
0, 42395546
1, 42395652
0, 42395755
1, 42395858
0, 42395962
1, 42396064
0, 42396212
1, 42396349
0, 42396457
1, 42396564
0, 42396665
1, 42396769
0, 42396872
1, 42396980
0, 42397084
1, 42397230
0, 42397359
1, 42397492
0, 42397588
1, 42397702
0, 42397792
1, 42397899
0, 42397999
1, 42398106
0, 42398265
1, 42398393
0, 42398498
1, 42398603
0, 42398707
1, 42398809
0, 42398907
1, 42398986
0, 42399083
1, 42399225
0, 42399360
1, 42399475
0, 42399583
1, 42399685
0, 42399786
1, 42399895
0, 42399991
1, 42400092
0, 42400235
1, 42400368
0, 42400479
1, 42400587
0, 42400681
1, 42400791
0, 42400884
1, 42400990
0, 42401088
1, 42401185
0, 42401354
1, 42401469
0, 42401572
1, 42401677
0, 42401779
1, 42401880
0, 44997317
1, 44997579
0, 44997700
1, 44997816
0, 44998442
1, 44998550
0, 44998665
1, 44998773
0, 44998881
1, 44998987
0, 44999152
1, 44999273
0, 44999380
1, 44999488
0, 44999591
1, 44999698
0, 44999798
1, 44999899
0, 45000064
1, 45000179
0, 45000291
1, 45000394
0, 45000495
1, 45000598
0, 45000699
1, 45000802
0, 46166602
1, 46166764
0, 46166920
1, 46167039
0, 46167147
1, 46167278
0, 46167378
1, 46167507
0, 46167690
1, 46167855
0, 46167967
1, 46168085
0, 46168234
1, 46168360
0, 46168480
1, 46168622
0, 46168971
1, 46169066
0, 46169167
1, 46169265
0, 46169368
1, 46169474
0, 46169626
1, 46169751
0, 46169858
1, 46169964
0, 46170063
1, 46170171
0, 46170269
1, 46170366
0, 46170467
1, 46170623
0, 46170755
1, 46170876
0, 46170989
1, 46171074
0, 46171162
1, 46171268
0, 46171368
1, 46171475
0, 46171630
1, 46171752
0, 46171857
1, 46171962
0, 46172031
1, 46172133
0, 46172239
1, 46172353
0, 46172443
1, 46172553
0, 46172710
1, 46172830
0, 46172938
1, 46173062
0, 46173159
1, 46173260
0, 46173364
1, 46173470
0, 46173573
1, 46173748
0, 46173867
1, 46173974
0, 46174042
1, 46174147
0, 46174244
1, 46174348
0, 46174447
1, 46174551
0, 46174724
1, 46174848
0, 46174958
1, 46175065
0, 47246775
1, 47246984
0, 47247107
1, 47247231
0, 47247377
1, 47247499
0, 47247621
1, 47247775
0, 47247926
1, 47248056
0, 47248170
1, 47248289
0, 47248388
1, 47248615
0, 47248712
1, 47248823
0, 47249157
1, 47249257
0, 47249362
1, 47249469
0, 47249574
1, 47249676
0, 47249778
1, 47249933
0, 47250055
1, 47250170
0, 47250274
1, 47250382
0, 47250486
1, 47250587
0, 47250682
1, 47250790
0, 47250936
1, 47251070
0, 47251178
1, 47251291
0, 47251386
1, 47251491
0, 47251593
1, 47251703
0, 47251803
1, 47251957
0, 47252088
1, 47252202
0, 47252300
1, 47252402
0, 47252506
1, 47252607
0, 47252711
1, 47252815
0, 47252966
1, 47253098
0, 47253207
1, 47253313
0, 47253418
1, 47253522
0, 47253623
1, 47253725
0, 47253826
1, 47253980
0, 47254079
1, 47254178
0, 47254284
1, 47254387
0, 47254490
1, 47254594
0, 47254696
1, 47254803
0, 47254950
1, 47255072
0, 47255192
1, 47255303
0, 47255401
1, 47255502
0, 47255599
1, 47255704
0, 47255806
1, 47255972
0, 47256077
1, 47256191
0, 47256299
1, 47256410
0, 48220895
1, 48221021
0, 48221179
1, 48221277
0, 48221349
1, 48221434
0, 48221544
1, 48221672
0, 48221779
1, 48221952
0, 48222088
1, 48222227
0, 48222353
1, 48222470
0, 48222602
1, 48222720
0, 48222898
1, 48223044
0, 48223186
1, 48223329
0, 48223431
1, 48223547
0, 48223745
1, 48223889
0, 48224002
1, 48224095
0, 48224186
1, 48224289
0, 48224399
1, 48224503
0, 48224608
1, 48224708
0, 48224804
1, 48224972
0, 48225094
1, 48225207
0, 48225312
1, 48225418
0, 48225519
1, 48225624
0, 48225725
1, 48225825
0, 48225991
1, 48226112
0, 48226220
1, 48226319
0, 48226420
1, 48226519
0, 48226622
1, 48226732
0, 48226834
1, 48226990
0, 48227092
1, 48227189
0, 48227301
1, 48227400
0, 48227502
1, 48227608
0, 48227711
1, 48227843
0, 48227996
1, 48228116
0, 48228221
1, 48228321
0, 48228421
1, 48228524
0, 48228625
1, 48228733
0, 48228832
1, 48228990
0, 48229076
1, 48229189
0, 48229301
1, 48229406
0, 48229513
1, 48229614
0, 48229714
1, 48229815
0, 48229958
1, 48230092
0, 48230209
1, 48230318
0, 48230423
1, 48230524
0, 48230632
1, 48230735
0, 48230840
1, 48230990
0, 48231074
1, 48231192
0, 48231298
1, 48231400
0, 48231503
1, 48231606
0, 48231713
1, 48231817
0, 49309701
1, 49309828
0, 49309991
1, 49310149
0, 49310342
1, 49310460
0, 49310581
1, 49310817
0, 49310920
1, 49311037
0, 49311433
1, 49311559
0, 49311707
1, 49311805
0, 49311904
1, 49312004
0, 49312079
1, 49312246
0, 49312354
1, 49312468
0, 49312574
1, 49312684
0, 49312788
1, 49312890
0, 49312991
1, 49313096
0, 49313256
1, 49313374
0, 49313482
1, 49313589
0, 49313688
1, 49313788
0, 49313892
1, 49313999
0, 49314100
1, 49314265
0, 49314377
1, 49314502
0, 49314595
1, 49314705
0, 49314808
1, 49314909
0, 49315003
1, 49315108
0, 49315214
1, 49315382
0, 49315501
1, 49315624
0, 49315715
1, 49315819
0, 49315925
1, 49316031
0, 49316112
1, 49316205
0, 49316376
1, 49316500
0, 49316603
1, 49316713
0, 49317077
1, 49317173
0, 49317318
1, 49317451
0, 49317560
1, 49317659
0, 49317759
1, 49317857
0, 49317962
1, 50196931
0, 50197059
1, 50197203
0, 50197316
1, 50197444
0, 50197566
1, 50197724
0, 50197832
1, 50198001
0, 50198156
1, 50198279
0, 50198402
1, 50198560
0, 50198657
1, 50198766
0, 50198876
1, 50199057
0, 50199193
1, 50199413
0, 50199515
1, 50199631
0, 50199781
1, 50199868
0, 50200029
1, 50200124
0, 50200215
1, 50200322
0, 50200424
1, 50200526
0, 50200630
1, 50200741
0, 50200845
1, 50200995
0, 50201127
1, 50201241
0, 50201349
1, 50201453
0, 50201550
1, 50201657
0, 50201761
1, 50201863
0, 50201997
1, 50202124
0, 50202243
1, 50202355
0, 50202456
1, 50202572
0, 50202686
1, 50202781
0, 50202887
1, 50203048
0, 50203168
1, 50203287
0, 50203377
1, 50203482
0, 50203580






























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































